sampleid,popcode,suppopcode
NA18559,CHB,EAS
NA18508,YRI,AFR
NA18561,CHB,EAS
NA18510,YRI,AFR
NA18566,CHB,EAS
NA18515,YRI,AFR
NA18573,CHB,EAS
NA18522,YRI,AFR
NA18592,CHB,EAS
NA18527,CHB,EAS
NA18597,CHB,EAS
NA18534,CHB,EAS
NA18605,CHB,EAS
NA18539,CHB,EAS
NA18612,CHB,EAS
NA18541,CHB,EAS
NA18617,CHB,EAS
NA18546,CHB,EAS
NA18624,CHB,EAS
NA18553,CHB,EAS
NA18876,YRI,AFR
NA18558,CHB,EAS
NA18908,YRI,AFR
NA18560,CHB,EAS
NA18910,YRI,AFR
NA18565,CHB,EAS
NA18915,YRI,AFR
NA18572,CHB,EAS
NA18934,YRI,AFR
NA18933,YRI,AFR
NA18939,JPT,EAS
NA18940,JPT,EAS
NA18941,JPT,EAS
NA18945,JPT,EAS
NA18946,JPT,EAS
NA18952,JPT,EAS
NA18953,JPT,EAS
NA18957,JPT,EAS
NA18960,JPT,EAS
NA18964,JPT,EAS
NA18629,CHB,EAS
NA18969,JPT,EAS
NA18631,CHB,EAS
NA18971,JPT,EAS
NA18636,CHB,EAS
NA18976,JPT,EAS
NA18643,CHB,EAS
NA18983,JPT,EAS
NA18648,CHB,EAS
NA18988,JPT,EAS
NA18749,CHB,EAS
NA18990,JPT,EAS
NA18794,CHB,EAS
NA18995,JPT,EAS
NA18852,YRI,AFR
NA19001,JPT,EAS
NA18857,YRI,AFR
NA19006,JPT,EAS
NA18864,YRI,AFR
NA10852,CEU,EUR
NA18869,YRI,AFR
NA10857,CEU,EUR
NA18871,YRI,AFR
NA10864,CEU,EUR
NA12335,CEU,EUR
NA11829,CEU,EUR
NA12342,CEU,EUR
NA11831,CEU,EUR
NA12347,CEU,EUR
NA11843,CEU,EUR
NA12400,CEU,EUR
NA11881,CEU,EUR
NA12708,CEU,EUR
NA11893,CEU,EUR
NA12739,CEU,EUR
NA11918,CEU,EUR
NA12753,CEU,EUR
NA11920,CEU,EUR
NA12760,CEU,EUR
NA11932,CEU,EUR
NA12777,CEU,EUR
NA11994,CEU,EUR
NA18965,JPT,EAS
NA12005,CEU,EUR
NA18972,JPT,EAS
NA12043,CEU,EUR
NA18977,JPT,EAS
NA18577,CHB,EAS
NA18984,JPT,EAS
NA18591,CHB,EAS
NA18989,JPT,EAS
NA18596,CHB,EAS
NA18991,JPT,EAS
NA18609,CHB,EAS
NA19002,JPT,EAS
NA18611,CHB,EAS
NA19007,JPT,EAS
NA18616,CHB,EAS
NA19019,LWK,AFR
NA18623,CHB,EAS
NA19026,LWK,AFR
NA18628,CHB,EAS
NA06984,CEU,EUR
NA18630,CHB,EAS
NA06989,CEU,EUR
NA18635,CHB,EAS
NA06991,CEU,EUR
NA18642,CHB,EAS
NA07014,CEU,EUR
NA18647,CHB,EAS
NA07019,CEU,EUR
NA18748,CHB,EAS
NA07045,CEU,EUR
NA18856,YRI,AFR
NA07348,CEU,EUR
NA12752,CEU,EUR
NA10839,CEU,EUR
NA12776,CEU,EUR
NA10846,CEU,EUR
NA12815,CEU,EUR
NA10853,CEU,EUR
NA12827,CEU,EUR
NA19103,YRI,AFR
NA12865,CEU,EUR
NA19108,YRI,AFR
NA12872,CEU,EUR
NA19115,YRI,AFR
NA12877,CEU,EUR
NA19122,YRI,AFR
NA12889,CEU,EUR
NA19127,YRI,AFR
NA12891,CEU,EUR
NA19139,YRI,AFR
NA18488,YRI,AFR
NA19141,YRI,AFR
NA12144,CEU,EUR
NA19146,YRI,AFR
NA12156,CEU,EUR
NA19153,YRI,AFR
NA12264,CEU,EUR
NA19160,YRI,AFR
NA12283,CEU,EUR
NA19172,YRI,AFR
NA12341,CEU,EUR
NA19177,YRI,AFR
NA12485,CEU,EUR
NA19184,YRI,AFR
NA12707,CEU,EUR
NA19189,YRI,AFR
NA12740,CEU,EUR
NA19191,YRI,AFR
NA07051,CEU,EUR
NA19312,LWK,AFR
NA07056,CEU,EUR
NA19317,LWK,AFR
NA07347,CEU,EUR
NA19324,LWK,AFR
NA10838,CEU,EUR
NA19331,LWK,AFR
NA10840,CEU,EUR
NA19350,LWK,AFR
NA10845,CEU,EUR
NA19355,LWK,AFR
HG04222,ITU,SAS
NA19374,LWK,AFR
HG04227,STU,SAS
NA19379,LWK,AFR
HG04239,ITU,SAS
NA19381,LWK,AFR
NA06995,CEU,EUR
NA19393,LWK,AFR
NA07037,CEU,EUR
NA19398,LWK,AFR
NA18863,YRI,AFR
NA19401,LWK,AFR
NA18868,YRI,AFR
NA19432,LWK,AFR
NA18870,YRI,AFR
NA19437,LWK,AFR
NA18875,YRI,AFR
NA19444,LWK,AFR
NA18907,YRI,AFR
NA19449,LWK,AFR
NA18914,YRI,AFR
NA19451,LWK,AFR
NA19140,YRI,AFR
NA19456,LWK,AFR
NA19145,YRI,AFR
NA19463,LWK,AFR
NA19152,YRI,AFR
NA19468,LWK,AFR
NA19171,YRI,AFR
NA19470,LWK,AFR
NA19176,YRI,AFR
NA19475,LWK,AFR
NA19190,YRI,AFR
NA19653,MXL,AMR
NA19195,YRI,AFR
NA19658,MXL,AMR
NA19203,YRI,AFR
NA19660,MXL,AMR
NA19208,YRI,AFR
NA19665,MXL,AMR
NA19210,YRI,AFR
NA19672,MXL,AMR
NA19215,YRI,AFR
NA19742,MXL,AMR
NA19222,YRI,AFR
NA19747,MXL,AMR
NA19239,YRI,AFR
NA19754,MXL,AMR
NA19258,YRI,AFR
NA19759,MXL,AMR
NA19309,LWK,AFR
NA19761,MXL,AMR
NA19311,LWK,AFR
NA19766,MXL,AMR
NA19316,LWK,AFR
NA19773,MXL,AMR
NA19323,LWK,AFR
NA19778,MXL,AMR
NA19328,LWK,AFR
NA19780,MXL,AMR
NA19347,LWK,AFR
NA19785,MXL,AMR
NA19359,LWK,AFR
NA19792,MXL,AMR
NA19373,LWK,AFR
NA19797,MXL,AMR
NA19378,LWK,AFR
NA19836,ASW,AFR
NA19380,LWK,AFR
NA19901,ASW,AFR
NA19385,LWK,AFR
NA19913,ASW,AFR
NA19397,LWK,AFR
NA19918,ASW,AFR
NA19429,LWK,AFR
NA19920,ASW,AFR
NA19431,LWK,AFR
NA19982,ASW,AFR
NA19436,LWK,AFR
NA20129,ASW,AFR
NA19443,LWK,AFR
NA20282,ASW,AFR
NA19448,LWK,AFR
NA19677,MXL,AMR
NA19455,LWK,AFR
NA19684,MXL,AMR
NA19462,LWK,AFR
NA19704,ASW,AFR
NA19467,LWK,AFR
NA19711,ASW,AFR
NA19474,LWK,AFR
NA19716,MXL,AMR
NA19652,MXL,AMR
NA19723,MXL,AMR
NA19657,MXL,AMR
NA19728,MXL,AMR
NA19664,MXL,AMR
NA19730,MXL,AMR
NA19669,MXL,AMR
NA19735,MXL,AMR
NA19671,MXL,AMR
NA19196,YRI,AFR
NA19676,MXL,AMR
NA19204,YRI,AFR
NA19020,LWK,AFR
NA19209,YRI,AFR
NA19025,LWK,AFR
NA19211,YRI,AFR
NA19037,LWK,AFR
NA19223,YRI,AFR
NA19044,LWK,AFR
NA19235,YRI,AFR
NA19056,JPT,EAS
NA19247,YRI,AFR
NA19063,JPT,EAS
NA19254,YRI,AFR
NA19068,JPT,EAS
NA19038,LWK,AFR
NA19070,JPT,EAS
NA19057,JPT,EAS
NA19075,JPT,EAS
NA19064,JPT,EAS
NA19082,JPT,EAS
NA19076,JPT,EAS
NA19087,JPT,EAS
NA19083,JPT,EAS
NA19828,ASW,AFR
NA19088,JPT,EAS
NA19835,ASW,AFR
NA19090,JPT,EAS
NA19900,ASW,AFR
NA19095,YRI,AFR
NA19905,ASW,AFR
NA20287,ASW,AFR
NA19917,ASW,AFR
NA20294,ASW,AFR
NA19924,ASW,AFR
NA20299,ASW,AFR
NA20128,ASW,AFR
NA20302,ASW,AFR
NA20274,ASW,AFR
NA20314,ASW,AFR
NA20279,ASW,AFR
NA20319,ASW,AFR
NA20281,ASW,AFR
NA20321,ASW,AFR
NA19746,MXL,AMR
NA20333,ASW,AFR
NA19753,MXL,AMR
NA20340,ASW,AFR
NA19758,MXL,AMR
NA20787,TSI,EUR
NA19760,MXL,AMR
NA20799,TSI,EUR
NA19772,MXL,AMR
NA20802,TSI,EUR
NA19777,MXL,AMR
NA20807,TSI,EUR
NA19784,MXL,AMR
NA20814,TSI,EUR
NA19789,MXL,AMR
NA20819,TSI,EUR
NA19796,MXL,AMR
NA20821,TSI,EUR
NA19094,YRI,AFR
NA20826,TSI,EUR
NA19099,YRI,AFR
NA20845,GIH,SAS
NA19102,YRI,AFR
NA20852,GIH,SAS
NA19107,YRI,AFR
NA20345,ASW,AFR
NA19114,YRI,AFR
NA20357,ASW,AFR
NA19119,YRI,AFR
NA20364,ASW,AFR
NA19121,YRI,AFR
NA20504,TSI,EUR
NA19138,YRI,AFR
NA20509,TSI,EUR
NA19683,MXL,AMR
NA20511,TSI,EUR
NA19703,ASW,AFR
NA20516,TSI,EUR
NA19708,ASW,AFR
NA20528,TSI,EUR
NA19722,MXL,AMR
NA20530,TSI,EUR
NA19727,MXL,AMR
NA20535,TSI,EUR
NA19734,MXL,AMR
NA20542,TSI,EUR
NA19741,MXL,AMR
NA20585,TSI,EUR
NA20298,ASW,AFR
NA20756,TSI,EUR
NA20301,ASW,AFR
NA20763,TSI,EUR
NA20313,ASW,AFR
NA20768,TSI,EUR
NA20318,ASW,AFR
NA20770,TSI,EUR
NA20320,ASW,AFR
NA20775,TSI,EUR
NA20332,ASW,AFR
NA20864,GIH,SAS
NA20337,ASW,AFR
NA20869,GIH,SAS
NA20344,ASW,AFR
NA20871,GIH,SAS
NA20349,ASW,AFR
NA20876,GIH,SAS
NA20351,ASW,AFR
NA20883,GIH,SAS
NA20356,ASW,AFR
NA20908,GIH,SAS
NA20363,ASW,AFR
NA20910,GIH,SAS
NA20414,ASW,AFR
NA21088,GIH,SAS
NA20503,TSI,EUR
NA21090,GIH,SAS
NA20508,TSI,EUR
NA21095,GIH,SAS
NA20510,TSI,EUR
NA20888,GIH,SAS
NA20515,TSI,EUR
NA20890,GIH,SAS
NA20522,TSI,EUR
NA20895,GIH,SAS
NA20786,TSI,EUR
NA20903,GIH,SAS
NA20798,TSI,EUR
SC_GMJOL5309930,GWJ,AFR
NA20801,TSI,EUR
SC_GMJOL5309891,GWJ,AFR
NA20806,TSI,EUR
SC_GMFUL5306370,GWF,AFR
NA20813,TSI,EUR
SC_GMFUL5306426,GWF,AFR
NA20818,TSI,EUR
SC_GMFUL5306421,GWF,AFR
NA20832,TSI,EUR
NA21127,GIH,SAS
NA20849,GIH,SAS
NA21134,GIH,SAS
NA20851,GIH,SAS
NA21141,GIH,SAS
NA20856,GIH,SAS
NA21103,GIH,SAS
NA21126,GIH,SAS
NA21108,GIH,SAS
NA21133,GIH,SAS
NA21110,GIH,SAS
SC_GMFUL5306338,GWF,AFR
NA21115,GIH,SAS
NA20527,TSI,EUR
NA21122,GIH,SAS
NA20534,TSI,EUR
SC_GMFUL5309730,GWF,AFR
NA20539,TSI,EUR
SC_GMFUL5306382,GWF,AFR
NA20541,TSI,EUR
SC_GMFUL5306351,GWF,AFR
NA20589,TSI,EUR
SC_GMFUL5306375,GWF,AFR
NA20755,TSI,EUR
SC_GMFUL5306399,GWF,AFR
NA20762,TSI,EUR
SC_GMFUL5306407,GWF,AFR
NA20767,TSI,EUR
SC_GMFUL5306344,GWF,AFR
NA20774,TSI,EUR
SC_GMJOL5309911,GWJ,AFR
NA21102,GIH,SAS
SC_GMJOL5309935,GWJ,AFR
NA21107,GIH,SAS
SC_GMJOL5309959,GWJ,AFR
NA21114,GIH,SAS
SC_GMJOL5309896,GWJ,AFR
NA21119,GIH,SAS
SC_GMJOL5309904,GWJ,AFR
NA21121,GIH,SAS
SC_GMJOL5309928,GWJ,AFR
NA20863,GIH,SAS
SC_GMWOF5428763,GWW,AFR
NA20868,GIH,SAS
SC_GMWOF5428732,GWW,AFR
NA20870,GIH,SAS
SC_GMWOF5428744,GWW,AFR
NA20875,GIH,SAS
SC_GMWOF5428713,GWW,AFR
NA20882,GIH,SAS
SC_GMFUL5306387,GWF,AFR
NA20907,GIH,SAS
SC_GMFUL5306419,GWF,AFR
NA21087,GIH,SAS
SC_GMFUL5306356,GWF,AFR
NA21094,GIH,SAS
SC_GMFUL5309773,GWF,AFR
NA21099,GIH,SAS
SC_GMFUL5309747,GWF,AFR
NA20887,GIH,SAS
SC_GMFUL5309716,GWF,AFR
NA20894,GIH,SAS
SC_GMFUL5306363,GWF,AFR
NA20899,GIH,SAS
SC_GMFUL5309709,GWF,AFR
NA20902,GIH,SAS
SC_GMJOL5309980,GWJ,AFR
SC_GMFUL5306410,GWF,AFR
SC_GMJOL5309973,GWJ,AFR
SC_GMFUL5306408,GWF,AFR
SC_GMJOL5309942,GWJ,AFR
SC_GMFUL5306395,GWF,AFR
SC_GMJOL5309966,GWJ,AFR
SC_GMFUL5306403,GWF,AFR
SC_GMJOL5309860,GWJ,AFR
SC_GMFUL5306427,GWF,AFR
SC_GMJOL5309884,GWJ,AFR
SC_GMFUL5306345,GWF,AFR
SC_GMWOF5428770,GWW,AFR
SC_GMFUL5306340,GWF,AFR
SC_GMJOL5309961,GWJ,AFR
SC_GMFUL5309781,GWF,AFR
SC_GMJOL5309985,GWJ,AFR
SC_GMFUL5309755,GWF,AFR
SC_GMJOL5309827,GWJ,AFR
SC_GMFUL5309700,GWF,AFR
SC_GMFUL5309711,GWF,AFR
SC_GMFUL5306371,GWF,AFR
SC_GMFUL5306349,GWF,AFR
SC_GMFUL5309748,GWF,AFR
SC_GMFUL5309735,GWF,AFR
SC_GMFUL5309717,GWF,AFR
SC_GMWOF5428833,GWW,AFR
SC_GMJOL5309897,GWJ,AFR
SC_GMWOF5428857,GWW,AFR
SC_GMJOL5309905,GWJ,AFR
SC_GMMAN5482170,GWD,AFR
SC_GMJOL5309929,GWJ,AFR
SC_GMMAN5482194,GWD,AFR
SC_GMJOL5309835,GWJ,AFR
SC_GMMAN5482202,GWD,AFR
SC_GMJOL5309859,GWJ,AFR
SC_GMMAN5482163,GWD,AFR
SC_GMJOL5309948,GWJ,AFR
SC_GMMAN5482187,GWD,AFR
SC_GMJOL5309917,GWJ,AFR
SC_GMWOF5428737,GWW,AFR
SC_GMJOL5309981,GWJ,AFR
SC_GMWOF5428794,GWW,AFR
SC_GMJOL5309950,GWJ,AFR
SC_GMWOF5428802,GWW,AFR
SC_GMJOL5309974,GWJ,AFR
SC_GMWOF5428826,GWW,AFR
SC_GMFUL5306369,GWF,AFR
SC_GMWOF5428787,GWW,AFR
SC_GMFUL5306388,GWF,AFR
SC_GMWOF5428819,GWW,AFR
SC_GMFUL5306357,GWF,AFR
SC_GMMAN5482221,GWD,AFR
SC_GMJOL5309979,GWJ,AFR
SC_GMMAN5482199,GWD,AFR
SC_GMJOL5309943,GWJ,AFR
SC_GMMAN5482207,GWD,AFR
SC_GMJOL5309967,GWJ,AFR
SC_GMMAN5482168,GWD,AFR
SC_GMJOL5309912,GWJ,AFR
SC_GMMAN5482240,GWD,AFR
SC_GMJOL5309936,GWJ,AFR
SC_GMMAN5482233,GWD,AFR
SC_GMFUL5306390,GWF,AFR
SC_GMMAN5482290,GWD,AFR
SC_GMFUL5306383,GWF,AFR
SC_GMMAN5482322,GWD,AFR
SC_GMFUL5306415,GWF,AFR
SC_GMMAN5482283,GWD,AFR
SC_GMFUL5306352,GWF,AFR
SC_GMMAN5482315,GWD,AFR
SC_GMWOF5428707,GWW,AFR
SC_GMMAN5482276,GWD,AFR
SC_GMWOF5428771,GWW,AFR
SC_GMMAN5482308,GWD,AFR
SC_GMWOF5428740,GWW,AFR
SC_GMWOF5428814,GWW,AFR
SC_GMWOF5428721,GWW,AFR
SC_GMWOF5428838,GWW,AFR
SC_GMJOL5309796,GWJ,AFR
SC_GMWOF5428871,GWW,AFR
SC_GMJOL5309804,GWJ,AFR
SC_GMMAN5482219,GWD,AFR
SC_GMJOL5309828,GWJ,AFR
SC_GMMAN5482252,GWD,AFR
SC_GMWOF5428745,GWW,AFR
SC_GMWOF5428821,GWW,AFR
SC_GMWOF5428810,GWW,AFR
SC_GMWOF5428869,GWW,AFR
SC_GMWOF5428834,GWW,AFR
HGDP00005,,
SC_GMWOF5428858,GWW,AFR
HGDP00017,,
SC_GMWOF5428795,GWW,AFR
HGDP00029,,
SC_GMWOF5428803,GWW,AFR
HGDP00031,,
SC_GMWOF5428827,GWW,AFR
HGDP00043,,
SC_GMMAN5482256,GWD,AFR
HGDP00466,,
SC_GMMAN5482193,GWD,AFR
HGDP00473,,
SC_GMMAN5482201,GWD,AFR
HGDP00478,,
SC_GMMAN5482225,GWD,AFR
HGDP00512,,
SC_GMMAN5482282,GWD,AFR
HGDP00372,,
SC_GMMAN5482314,GWD,AFR
HGDP00423,,
SC_GMWOF5428822,GWW,AFR
HGDP00454,,
SC_GMWOF5428846,GWW,AFR
HGDP00459,,
SC_GMWOF5428815,GWW,AFR
HGDP00288,,
SC_GMWOF5428839,GWW,AFR
HGDP00290,,
SC_GMWOF5428808,GWW,AFR
HGDP00315,,
SC_GMWOF5428841,GWW,AFR
HGDP00341,,
SC_GMWOF5428865,GWW,AFR
HGDP00346,,
SC_GMMAN5482162,GWD,AFR
HGDP00137,,
SC_GMMAN5482186,GWD,AFR
HGDP00144,,
SC_GMMAN5482299,GWD,AFR
HGDP00149,,
SC_GMMAN5482307,GWD,AFR
HGDP00151,,
SC_GMMAN5482268,GWD,AFR
HGDP00163,,
SC_GMMAN5482340,GWD,AFR
HGDP00175,,
SC_GMMAN5482251,GWD,AFR
HGDP00187,,
SC_GMMAN5482220,GWD,AFR
HGDP00199,,
SC_GMMAN5482244,GWD,AFR
HGDP00214,,
SC_GMMAN5482181,GWD,AFR
HGDP00062,,
SC_GMWOF5428788,GWW,AFR
HGDP00074,,
SC_GMWOF5428877,GWW,AFR
HGDP00086,,
SC_GMWOF5428790,GWW,AFR
HGDP00098,,
SC_GMMAN5482213,GWD,AFR
HGDP00517,,
SC_GMMAN5482232,GWD,AFR
HGDP00524,,
HGDP00009,,
HGDP00529,,
HGDP00011,,
HGDP00531,,
HGDP00023,,
HGDP00536,,
HGDP00035,,
HGDP00106,,
HGDP00047,,
HGDP00118,,
HGDP00302,,
HGDP00120,,
HGDP00307,,
HGDP00226,,
HGDP00319,,
HGDP00264,,
HGDP00321,,
HGDP00543,,
HGDP00326,,
HGDP00550,,
HGDP00333,,
HGDP00555,,
HGDP00364,,
HGDP00562,,
HGDP00371,,
HGDP00649,,
HGDP00179,,
HGDP00651,,
HGDP00181,,
HGDP00663,,
HGDP00201,,
HGDP00668,,
HG00135,GBR,EUR
HGDP00206,,
HGDP00670,,
HG00142,GBR,EUR
HGDP00213,,
HGDP00675,,
HG00147,GBR,EUR
HGDP00218,,
HGDP00714,,
HG00138,GBR,EUR
HG00154,GBR,EUR
HGDP00460,,
HGDP00719,,
HG00140,GBR,EUR
HG00159,GBR,EUR
HGDP00465,,
HGDP00721,,
HG00145,GBR,EUR
HG00173,FIN,EUR
HGDP00472,,
HGDP00726,,
HG00152,GBR,EUR
HG00178,FIN,EUR
HGDP00491,,
HGDP00733,,
HG00157,GBR,EUR
HG00180,FIN,EUR
HGDP00511,,
HGDP00764,,
HG00171,FIN,EUR
HG00185,FIN,EUR
HGDP00136,,
HGDP00769,,
HG00176,FIN,EUR
HG00231,GBR,EUR
HGDP00143,,
HGDP00771,,
HG00183,FIN,EUR
HG00236,GBR,EUR
HGDP00148,,
HGDP00776,,
HG00188,FIN,EUR
HG00243,GBR,EUR
HGDP00150,,
HGDP00788,,
HG00190,FIN,EUR
HG00248,GBR,EUR
HGDP00155,,
HGDP00790,,
HG00234,GBR,EUR
HG00250,GBR,EUR
HGDP00167,,
HGDP00738,,
HG00239,GBR,EUR
HG00255,GBR,EUR
HGDP00516,,
HGDP00740,,
HG00246,GBR,EUR
HG00262,GBR,EUR
HGDP00523,,
HGDP00745,,
HG00253,GBR,EUR
HG00267,FIN,EUR
HGDP00528,,
HGDP00752,,
HG00258,GBR,EUR
HG00274,FIN,EUR
HGDP00535,,
HGDP00757,,
HG00260,GBR,EUR
HG00281,FIN,EUR
HGDP00542,,
HGDP00598,,
HG00265,GBR,EUR
HG00306,FIN,EUR
HGDP00376,,
HGDP00601,,
HG00272,FIN,EUR
HG00313,FIN,EUR
HGDP00388,,
HGDP00606,,
HG00277,FIN,EUR
HG00318,FIN,EUR
HGDP00453,,
HGDP00613,,
HG00501,CHS,EAS
HG00320,FIN,EUR
HGDP00458,,
HGDP00618,,
HG00513,CHS,EAS
HG00325,FIN,EUR
HGDP00100,,
HGDP00620,,
HG00525,CHS,EAS
HG00332,FIN,EUR
HGDP00105,,
HGDP00567,,
HG00532,CHS,EAS
HG00337,FIN,EUR
HGDP00129,,
HGDP00574,,
HG00537,CHS,EAS
HG00344,FIN,EUR
HGDP00131,,
HGDP00579,,
HG00544,CHS,EAS
HG00349,FIN,EUR
HGDP00237,,
HGDP00581,,
HG00551,PUR,AMR
HG00351,FIN,EUR
HGDP00244,,
HGDP00586,,
HG00556,CHS,EAS
HG00356,FIN,EUR
HGDP00251,,
HGDP00682,,
HG00582,CHS,EAS
HG00368,FIN,EUR
HGDP00054,,
HGDP00687,,
HG00378,FIN,EUR
HG00375,FIN,EUR
HGDP00066,,
HGDP00694,,
HG00380,FIN,EUR
HG00096,GBR,EUR
HGDP00078,,
HGDP00699,,
HG00405,CHS,EAS
HG00104,GBR,EUR
HGDP00080,,
HGDP00625,,
HG00429,CHS,EAS
HG00109,GBR,EUR
HGDP00092,,
HGDP00632,,
HG00436,CHS,EAS
HG00111,GBR,EUR
HGDP00547,,
HGDP00637,,
HG00443,CHS,EAS
HG00116,GBR,EUR
HGDP00559,,
HGDP00644,,
HG00448,CHS,EAS
HG00123,GBR,EUR
HGDP00561,,
HGDP01027,,
HG00450,CHS,EAS
HG00128,GBR,EUR
HGDP00566,,
HGDP01041,,
HG00474,CHS,EAS
HG00130,GBR,EUR
HGDP00648,,
HGDP01053,,
HG00479,CHS,EAS
HGDP00655,,
HGDP01058,,
HG00284,FIN,EUR
HGDP00662,,
HGDP01060,,
HG00304,FIN,EUR
HGDP00667,,
HGDP01065,,
HG00309,FIN,EUR
HGDP00674,,
HGDP00872,,
HG00311,FIN,EUR
HGDP00679,,
HGDP00877,,
HG00323,FIN,EUR
HGDP00686,,
HGDP00884,,
HG00328,FIN,EUR
HGDP00693,,
HGDP00889,,
HG00330,FIN,EUR
HGDP00698,,
HGDP00891,,
HG00335,FIN,EUR
HGDP00701,,
HGDP00985,,
HG00342,FIN,EUR
HGDP00763,,
HGDP00992,,
HG00359,FIN,EUR
HGDP00768,,
HGDP01010,,
HG00361,FIN,EUR
HGDP00782,,
HGDP00954,,
HG00366,FIN,EUR
HGDP00787,,
HGDP00959,,
HG00373,FIN,EUR
HGDP00720,,
HGDP00961,,
HG00594,CHS,EAS
HGDP00732,,
HGDP00966,,
HG00599,CHS,EAS
HGDP00744,,
HGDP00973,,
HG00607,CHS,EAS
HGDP00751,,
HGDP00896,,
HG00614,CHS,EAS
HG00382,FIN,EUR
HGDP00756,,
HGDP00904,,
HG00619,CHS,EAS
HG00407,CHS,EAS
HGDP00624,,
HGDP00909,,
HG00621,CHS,EAS
HG00419,CHS,EAS
HGDP00629,,
HGDP00911,,
HG00626,CHS,EAS
HG00421,CHS,EAS
HGDP00631,,
HGDP00916,,
HG00633,CHS,EAS
HG00438,CHS,EAS
HGDP00636,,
HGDP00822,,
HG00638,PUR,AMR
HG00445,CHS,EAS
HGDP00643,,
HGDP00858,,
HG00099,GBR,EUR
HG00452,CHS,EAS
HGDP00573,,
HGDP00860,,
HG00102,GBR,EUR
HG00457,CHS,EAS
HGDP00578,,
HGDP00865,,
HG00107,GBR,EUR
HG00464,CHS,EAS
HGDP00580,,
HGDP00795,,
HG00114,GBR,EUR
HG00476,CHS,EAS
HGDP00600,,
HGDP00803,,
HG00119,GBR,EUR
HG00729,CHS,EAS
HGDP00612,,
HGDP00808,,
HG00121,GBR,EUR
HG00731,PUR,AMR
HGDP00977,,
HGDP00810,,
HG00126,GBR,EUR
HG00736,PUR,AMR
HGDP00984,,
HGDP00815,,
HG00133,GBR,EUR
HG00743,PUR,AMR
HGDP01014,,
HGDP00930,,
HG00844,CDX,EAS
HGDP01019,,
HGDP00935,,
HG00851,CDX,EAS
HGDP01021,,
HGDP00942,,
HG00983,CDX,EAS
HGDP01069,,
HGDP00947,,
HG00640,PUR,AMR
HG01094,PUR,AMR
HGDP01071,,
HGDP01072,,
HG00652,CHS,EAS
HG01099,PUR,AMR
HGDP01090,,
HGDP01077,,
HG00657,CHS,EAS
HG01102,PUR,AMR
HGDP01103,,
HGDP01096,,
HG00664,CHS,EAS
HG01107,PUR,AMR
HGDP00794,,
HGDP01387,,
HG00671,CHS,EAS
HG01114,CLM,AMR
HGDP00799,,
HGDP01399,,
HG00676,CHS,EAS
HG01119,CLM,AMR
HGDP00802,,
HGDP01419,,
HG00683,CHS,EAS
HG01121,CLM,AMR
HGDP00807,,
Armenian222,,
HG00690,CHS,EAS
